Primary_Sponsor,Direct_Sponsors,Project_Wbs_Id,G_C,Profit_Center_Id,Sponsor_Contract_Number,Supervisor,Project_W,Project_Wbs Expiration_D,Fytd_Amount,Auth_Total,Unexpended_Balance
,009001 Lincoln Laboratory,6928241,C,P065004,PO 7000238989,Brisson /John G,03/01/13,03/31/17,0,175000,41496
,,6931691,C,P065004,7000308296,Hart /Douglas,03/04/15,12/31/16,-822,250000,0
,010351 University of Texas at Arlington,6934964,C,P401710,26-0201-51-65,Zhang /Shun-Rong,09/01/16,02/28/18,0,0,0
,,6935077,C,P401710,26-0201-51-65,Zhang /Shun-Rong,09/01/16,02/28/17,62695,62695,0
,,6935770,C,P401710,26-0201-51-65,Zhang /Shun-Rong,03/01/17,02/28/18,34505,115696,81191
,010438 Boise State University,6933762,C,P060600,6858-A,Akinwande /Akintunde I,02/15/16,02/14/18,32924,100000,67076
,Total by Primary Sponsor,,,,,,,,15816070,62981295,11870831
000108 Air Force Research Laboratory,000108 Air Force Research Laboratory,6925318,C,P067952,FA8750-12-2-0110,Rinard /Martin C,02/10/12,06/30/16,202818,6689855,0
,,6926443,C,P067952,FA8750-12-1-0321,Tedrake /Russell L,06/12/12,08/31/16,13426,2548113,0
,,6928620,C,P061094,FA8651-13-1-0002,Shah /Julie A,09/03/13,09/09/16,51930,303060,0
,,6928881,C,P154500,FA8750-14-2-0004,Mansinghka /Vikash K,11/13/13,09/12/17,1667954,4536250,95609
,,6929335,C,P061094,FA8651-13-1-0002,Shah /Julie A,09/03/13,09/09/16,0,8522,0
,,6929856,C,P267111,FA8750-14-2-0120,Englund /Dirk R.,06/12/14,09/30/16,102885,541140,0
,,6930005,C,P067952,FA8750-14-2-0004,Rinard /Martin C,11/13/13,05/04/15,0,100011,0
,,6930429,C,P061093,FA8650-14-C-2472,Haimes /Robert,08/07/14,02/07/20,630910,1778923,150938
,,6930849,C,P067952,FA8750-14-2-0242,Solar Lezama /Armando,09/30/14,09/30/18,1016354,2211326,29796
,,6930988,C,P267111,FA8750-14-2-0120,Englund /Dirk R.,10/01/14,05/31/16,0,164241,0
,,6932229,C,P067952,FA8650-15-C-7564,Rinard /Martin C,06/30/15,06/29/19,1773801,3216505,233690
,,6932328,C,P267111,FA8750-14-2-0120,Englund /Dirk R.,07/21/15,07/21/16,1520,44618,0
,,6932678,C,P067952,FA8750-15-2-0272,Edelman /Alan,06/24/15,09/21/17,194128,450000,22730
,,6932884,C,P067952,FA8750-15-2-0272,Davis /Randall,06/24/15,09/21/17,55707,80000,16868
,,6932885,C,P067952,FA8750-15-2-0272,Matusik /Wojciech,06/24/15,09/21/17,191574,410000,42090
,,6932886,C,P067952,FA8750-15-2-0272,Katz /Boris,06/24/15,09/21/17,-9835,80000,3545
,,6932887,C,P067952,FA8750-15-2-0272,Shrobe /Howard E,06/24/15,09/21/17,17051,80000,11027
,,6933765,C,P153000,FA9453-16-C-0018,Rodi /William L,03/21/16,12/21/17,216273,236000,-17354
,,6933809,C,P267111,FA8750-16-2-0141,Englund /Dirk R.,03/24/16,03/21/19,260417,311397,12008
,,6934001,C,P069850,FA8650-16-1-7641,Ross /Caroline A,05/03/16,05/03/17,219465,242149,-14957
,,6934081,C,P069850,FA8650-16-1-7641,Hu /Juejun,05/03/16,05/03/17,134753,157851,12275
,,6934286,C,P267111,FA8750-16-2-0141,Englund /Dirk R.,06/10/16,06/10/18,13248,13248,0
,,6935015,C,P067952,FA8750-17-2-0019,Broderick /Tamara A,07/27/16,07/25/17,206246,206844,598
,,6936227,C,P067952,FA8750-17-2-0126,Amarasinghe /Saman P,02/03/17,05/03/21,18331,337631,"319,300"
,,6936229,C,P061093,FA8650-14-C-2472,Haimes /Robert,05/08/17,02/07/20,14944,75000,60056
,,6936511,C,P067952,FA8750-17-2-0126,Jegelka /Stefanie Sabrina,02/03/17,05/03/21,832,62369,61537
,004653 Universal Technology Corporation,6932079,C,P065004,15-S2606-04-C19,Annaswamy /Anuradha M,06/04/15,03/10/16,-40,100000,0
,,6936095,C,P065004,17-S8401-05-C1,Annaswamy /Anuradha M,04/01/17,03/31/20,0,20000,20000
,005040 Lockheed Marti,6933872,C,P068700,PO #4102480017,Censi /Andrea,10/01/15,09/30/18,89787,90000,213
,006349 Lockheed Marti,6935336,C,P067952,PO 4102738369,Shah /Julie A,10/01/16,09/30/18,51941,350000,298059
,007150 Princeton Unive,6926616,C,P067952,SUBAWARD NO 00002068,Chlipala /Adam,05/15/12,06/30/17,510321,1781220,896
,007224 Research Foundation S.U.N.Y.,6933028,C,P069850,AGMT. DTD. 3/22/2016,Kimerling /Lionel C,07/27/15,10/31/17,0,684260,684260
,,6933046,C,P069850,AGMT. DTD. 3/22/2016,Kimerling /Lionel C,07/27/15,10/31/17,1684730,3567311,1479159
,,6934107,C,P060600,AGMT. DTD. 3/22/2016,Boning /Duane S,01/01/16,10/31/17,299720,350154,26536
,,6934109,C,P267110,AGMT. DTD. 3/22/2016,Daniel /Luca,01/01/16,10/31/17,232448,300000,-6348
,,6934110,C,P267110,AGMT. DTD. 3/22/2016,White /Jacob K,01/01/16,10/31/17,121277,200000,56123
,,6934111,C,P267200,AGMT. DTD. 3/22/2016,Johnson /Steve,01/01/16,10/31/17,148333,200000,42680
,,6936138,C,P060600,AGMT. DTD. 3/22/2016,Boning /Duane S,01/01/17,12/31/17,0,74973,74973
,,6936145,C,P069850,AGMT. DTD. 3/22/2016,Kimerling /Lionel C,01/01/17,10/31/17,158156,898478,740322
,007229 Research Foundation of,6936148,C,P069850,AGMT. DTD. 3/22/2016,Kimerling /Lionel C,01/01/17,10/31/17,23642,99235,75593
,,6936149,C,P069850,AGMT. DTD. 3/22/2016,Kimerling /Lionel C,01/01/17,10/31/17,4550,6500,1950
,007255 Rice University,6933218,C,P067952,SUBAWARD NO. R19091,Mithal /Arvind,11/19/15,11/19/17,516299,567018,-155584
,,6934370,C,P067952,SUBAWARD NO. R19091,Mithal /Arvind,11/19/15,11/19/17,2916,41000,38084
,007634 University of Ne,6933544,C,P065004,16-054,Hart /Anastasios John,12/15/15,12/14/18,50021,144404,62607
,007641 University of Mi,6936329,C,P061093,3004427924,Willcox /Karen E,01/15/17,04/14/19,36763,179947,143184
,010727 College of Nanoscale Science and Engineering,6933048,C,P069850,AGMT. DTD. 3/22/2016,Kirchain /Randolph E,07/27/15,10/31/17,89323,140265,24398
,,6933049,C,P069850,AGMT. DTD. 3/22/2016,Agarwal /Anuradha,07/27/15,10/31/17,142565,140265,-2300
,,6933050,C,P069850,AGMT. DTD. 3/22/2016,Kimerling /Lionel C,07/27/15,10/31/17,0,100000,100000
,"011380 TIPD, LLC",6930803,C,P039000,AGREEMENT DATED 7/31,Bove /V Michael,07/31/14,12/04/18,67908,210000,39637
,011842 Defense Engine,6932934,C,P065005,PO #10180,Sarma /Sanjay E,08/01/15,02/28/17,-141,60000,0
,011882 BAE,6933705,C,P067952,SUBCONTRACT NUMBER,Chlipala /Adam,11/24/15,01/31/17,98144,183837,0
,,6935282,C,P067952,SUBCONTRACT NUMBER,Chlipala /Adam,11/14/16,11/25/17,56329,97500,41171
,"012060 Leidos, Inc.",6934135,C,P060600,PO10193198,Velasquez-Heller /Luis Fernand,11/27/16,09/27/18,151992,225728,73736
,100868 Utah State Univ,6934347,C,P061097,CP0039726,Cahoy /Kerri,06/16/16,04/30/18,66661,110000,43339
,Total by Primary Sponsor,,,,,,,,11598377,35807148,4942444
000112 Air Force Surgeon General,000135 ARO-ISN UARC,6915641,C,P417000,"W911NF-07-D-0004, T.O. 8",Hammond /Paula T,04/01/11,02/07/13,0,275455,0
,,6915642,C,P417000,"W911NF-07-D-0004, T.O. 8",Fink /Yoel,06/01/11,02/19/13,0,257083,0
,,6915643,C,P417000,"W911NF-07-D-0004, T.O. 8",Irvine /Darrell J,06/01/11,12/31/12,0,280647,0
,,6915644,C,P417000,"W911NF-07-D-0004, T.O. 8",Cima /Michael J,06/01/11,02/19/13,0,251803,0
,,6915645,C,P417000,"W911NF-07-D-0004, T.O. 8",Cima /Michael J,06/01/11,12/31/12,0,235012,0
,Total by Primary Sponsor,,,,,,,,0,1300000,0
000113 Asian Office of Aerospace Research and Development,000113 Asian Office of,6936219,C,P065004,FA2386-17-1-4661,Kim /Sangbae,04/25/17,04/24/20,36652,600000,563348
,012206 National ICT Au,6931992,C,P067952,AGREEMENT DATED 5/14,Williams /Brian C,05/14/15,05/13/18,34906,181698,79987
,Total by Primary Sponsor,,,,,,,,71558,781698,643335
000120 Army,000120 Army,6921584,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,1201,1201
,,6921752,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,487762,"6,858"
,,6921753,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,519811,0
,,6921754,C,P069201,W911NF-10-1-0059,Jasanoff /Alan Pradip,03/17/10,11/30/17,0,316841,-52908
,,6921755,C,P069201,W911NF-10-1-0059,Jasanoff /Alan Pradip,03/17/10,11/30/17,0,646851,-38234
,,6921756,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,648812,-7681
,,6921757,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,755445,3244
,,6921758,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,563565,-17149
,,6924826,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,0,0
,,6924827,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,278,605480,-211663
,,6924828,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,-434,605480,-59095
,,6924829,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,407976,-68733
,,6924830,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,234910,-733
,,6924831,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,5297,5297
,,6924832,C,P069201,W911NF-10-1-0059,Jasanoff /Alan Pradip,03/17/10,11/30/17,0,225654,22422
,,6924833,C,P069201,W911NF-10-1-0059,Jasanoff /Alan Pradip,03/17/10,11/30/17,258,225654,-18663
,,6924834,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,274635,37414
,,6924835,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,274635,-20276
,,6924836,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,214398,-67270
,,6924837,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,0,-17908
,,6924838,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,120664,66774
,,6924839,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,313668,-7563
,,6924840,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,393,1218217,285866
,,6924841,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,213291,32230
,,6927416,C,P065004,W31P4Q-13-1-0014,Kim /Sangbae,02/07/13,06/30/15,-2985,1369480,2985
,,6928306,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,116,736545,-379449
,,6928307,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,3393,383000,35873
,,6928308,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,500000,4990
,,6928309,C,P400600,W911NF-10-1-0059,Goosens /Ki Ann,03/17/10,11/30/17,0,543661,443674
,,6931834,C,P065005,W911NF-15-1-0164,Sapsis /Themistoklis Panagioti,04/21/15,10/20/17,60993,125000,4608
,,6932104,C,P267500,W31P4Q-16-1-0001,Hu /Qing,06/09/15,11/30/17,597415,940302,22572
,,6932105,C,P267500,W31P4Q-16-1-0001,Hu /Qing,06/09/15,03/15/17,-8145,257234,-353
,,6932834,C,P267500,W31P4Q-16-1-0001,Hu /Qing,10/01/15,11/30/17,271818,566702,128475
,,6932835,C,P267500,W31P4Q-16-1-0001,Hu /Qing,10/01/15,11/30/17,102358,316702,150499
,,6933611,C,P267500,W31P4Q-16-1-0001,Hu /Qing,06/09/15,08/30/17,4476,15084,0
,,6934742,C,P121400,W911NF-16-2-0176,Carroll /John Stephen,06/01/16,08/08/18,274640,895773,621133
,"002533 CREARE,
Incorporated",6933527,C,P060600,SUBCONTRACT NO. 8152,Velasquez-Heller /Luis Fernand,01/19/16,05/31/16,-3569,67905,0
,,6933912,C,P060600,SUBCONTRACT NO. 8152,Velasquez-Heller /Luis Fernand,01/19/16,05/31/16,0,7062,0
,002930 General Dynamics,6932389,C,P067952,PURCHASE ORDER #4022,Roy /Nicholas,06/25/15,03/31/17,4587,73417,1811
,,6933098,C,P067952,PURCHASE ORDER #4022,Roy /Nicholas,06/25/15,03/31/17,-5767,200000,263
,,6933358,C,P065004,PO #40240163 LINE 001 -,Kim /Sangbae,11/01/15,04/30/17,14845,110000,942
,,6934356,C,P067952,PURCHASE ORDER #4022,Roy /Nicholas,06/25/15,03/31/17,45045,50000,4955
,,6934357,C,P067952,PURCHASE ORDER #4022,Roy /Nicholas,06/25/15,03/31/17,192774,200000,7226
,,6934440,C,P065004,PO #40240163 LINE 002 -,Kim /Sangbae,11/01/15,01/20/17,100000,100000,0
,,6935506,C,P065004,PO #40240163 LINE 003 -,Kim /Sangbae,11/01/15,04/30/17,98036,100000,1964
,004367 Sri International,6931008,C,P067952,SUBCONTRACT 27-00144,Shrobe /Howard E,10/08/14,10/08/18,133386,559130,70652
,005913 Boston Universi,6931794,C,P267300,4500001684,Medard /Muriel,09/08/14,09/07/16,21214,80351,0
,007625 University of California,6929258,C,P069200,KK9151-31,Fraenkel /Ernest,12/01/13,03/31/15,0,90239,0
,,6929263,C,P066000,KK9151-33,Belcher /Angela M,12/01/13,11/30/16,5408,544960,-3723
,,6929266,C,P065004,KK9151-35,Buie /Cullen,12/01/13,03/31/15,0,100000,0
,,6929267,C,P062000,KK9151-35,Doyle /Patrick S,12/01/13,11/30/16,-1651,318456,0
,,6929268,C,P062000,KK9151-35,Prather /Kristala L,12/01/13,11/30/16,0,243492,0
,011755 Securboration,6933150,C,P067952,SUB UNDER ARL CONTR,Winston /Patrick H,10/01/15,09/30/17,99748,150000,25038
,012214 Srico,6936086,C,P267111,16080MIT,Englund /Dirk R.,04/19/17,08/31/18,6733,100000,93267
,Total by Primary Sponsor,,,,,,,,2015363,18624744,1097118
000124 Army Research Office,000124 Army Research Office,6923930,C,P267100,W911NF-11-1-0202,Vuletic /Vladan,05/23/11,02/22/17,0,86561,3521
,,6923931,C,P267100,W911NF-11-1-0202,Vuletic /Vladan,05/23/11,02/22/17,6907,944972,-1183
,,6923945,C,P267100,W911NF-11-1-0202,Vuletic /Vladan,05/23/11,02/22/17,309418,2173960,-934
,,6923946,C,P267100,W911NF-11-1-0202,Vuletic /Vladan,05/23/11,02/22/17,0,1200564,0
,,6923947,C,P267100,W911NF-11-1-0202,Vuletic /Vladan,05/23/11,02/22/17,28351,399721,4902
,,6923948,C,P267100,W911NF-11-1-0202,Vuletic /Vladan,05/23/11,02/22/17,83656,400143,0
,,6924314,C,P267600,W911NF-11-1-0281,Lu /Timothy K,08/01/11,07/31/18,160418,1100000,116759
,,6924376,C,P069201,W911NF-11-2-0054,Weiss /Ron,08/01/11,07/31/16,31491,2310574,0
,,6924551,C,P267100,W911NF-11-1-0400,Cappellaro /Paola,09/01/11,02/28/18,2162,17783,186
,,6924598,C,P069201,W911NF-11-2-0054,Weiss /Ron,08/01/11,07/31/16,24662,1185481,0
,,6924603,C,P267100,W911NF-11-1-0400,Cappellaro /Paola,09/01/11,02/28/18,160427,1214246,155595
,,6924604,C,P267100,W911NF-11-1-0400,Vuletic /Vladan,09/01/11,02/28/17,37642,683956,0
,,6924605,C,P267300,W911NF-11-1-0400,Lloyd /Seth,09/01/11,02/28/17,34906,425000,0
,,6924606,C,P267100,W911NF-11-1-0400,Cappellaro /Paola,09/01/11,02/28/17,0,668471,0
,,6924607,C,P267100,W911NF-11-1-0400,Cappellaro /Paola,09/01/11,02/28/18,169012,3298142,330422
,,6924608,C,P267100,W911NF-11-1-0400,Cappellaro /Paola,09/01/11,02/28/18,65732,393193,49102
,,6925225,C,P267100,W911NF-11-1-0202,Vuletic /Vladan,05/23/11,02/22/17,-413,341704,0
,,6926093,C,P069201,W911NF-12-2-0039,Griffith /Linda G,06/01/12,08/31/17,633487,11385896,2058485
,,6926358,C,P069201,W911NF-12-2-0039,Alm /Eric J,06/01/12,08/31/16,0,238684,0
,,6926359,C,P069201,W911NF-12-2-0039,Lauffenburger /Douglas A,06/01/12,08/31/17,412400,2763596,718518
,,6926360,C,P165000,W911NF-12-2-0039,Tannenbaum /Steven R,06/01/12,08/31/17,155044,1684423,-1214
,,6926361,C,P402010,W911NF-12-2-0039,Irvine /Darrell J,06/01/12,08/31/16,0,52270,0
,,6926422,C,P069201,W911NF-12-2-0039,Griffith /Linda G,06/01/12,08/31/17,571514,2716367,96353
,,6926423,C,P069201,W911NF-12-2-0039,Griffith /Linda G,06/01/12,08/31/17,727814,2955969,-612473
,,6926424,C,P069201,W911NF-12-2-0039,Griffith /Linda G,06/01/12,08/31/17,275010,1596944,-53787
,,6926578,C,P402010,W911NF-11-2-0054,Irvine /Darrell J,08/01/11,07/31/16,13142,299673,0
,,6927401,C,P069200,W911NF-12-2-0039,Griffith /Linda G,06/01/12,06/30/14,0,151149,0
,,6927573,C,P065004,W911NF-13-1-0063,Iagnemma /Karl,05/01/13,10/31/16,35308,499651,0
,,6927985,C,P267110,W911NF-13-1-0189,Zwierlein /Martin Wolfram,07/01/13,06/30/17,158064,847132,70805
,,6928195,C,P154500,W911NF-13-1-0212,Tenenbaum /Joshua B,07/01/13,03/30/17,137591,587588,0
,,6928382,C,P267100,W911NF-11-1-0400,Cappellaro /Paola,07/01/13,08/31/14,0,49209,0
,,6928594,C,P122030,W911NF-13-1-0422,Malone /Thomas W,07/01/13,08/31/16,46956,374237,0
,,6928742,C,P069201,W911NF-12-2-0039,Griffith /Linda G,06/01/12,08/31/17,552305,1893473,166337
,,6929103,C,P153000,W911NF-14-1-0037,Perron /Jay Taylor,02/01/14,01/31/18,102684,351220,-4328
,,6929274,C,P069201,W911NF-12-2-0039,Grodzinsky /Alan J,06/01/12,08/31/16,0,125001,0
,,6929834,C,P069201,W911NF-11-2-0054,Weiss /Ron,04/28/14,07/31/16,172487,499938,0
,,6930265,C,P060600,W911NF-14-2-0071,Palacios /Tomas,07/01/14,06/30/17,112075,331000,-48054
,,6930316,C,P267100,W911NF-14-1-0344,Vuletic /Vladan,07/01/14,06/30/17,103710,372882,-2008
,,6930353,C,P267100,W911NF-14-1-0344,Vuletic /Vladan,07/01/14,06/30/17,42005,227118,60756
,,6930381,C,P067952,W911NF-14-1-0433,Kaelbling /Leslie P,08/01/14,07/31/17,149044,450000,38498
,,6930493,C,P066000,W911NF-14-1-0539,Schuh /Christopher A,08/06/14,08/05/17,149908,342804,-646
,,6930861,C,P060600,W911NF-14-2-0102,Palacios /Tomas,09/27/14,06/30/16,-7739,141466,0
,,6930945,C,P267110,W911NF-13-1-0189,Zwierlein /Martin Wolfram,07/01/13,06/30/17,5487,177868,599
,,6931546,C,P267200,W911NF-12-2-0039,Trumper /David L,07/12/12,08/31/17,355130,627041,83096
,,6931773,C,P069850,W911NF-15-1-0128,Gedik /Nuh,05/01/15,04/30/18,225475,449998,42440
,,6931889,C,P152000,W911NF-15-1-0183,Jamison /Timothy F,05/10/15,01/09/18,109145,369002,68505
,,6931898,C,P065004,W911NF-15-1-0166,Hosoi /Anette E,04/29/15,10/28/17,269853,455636,-49022
,,6931906,C,P065004,W911NF-15-1-0196,Kamrin /Kenneth N,03/01/15,11/05/17,81317,281000,28978
,,6931998,C,P062000,W911NF-15-1-0183,Jensen /Klavs F,05/10/15,05/09/17,151174,268912,-38839
,,6932123,C,P151065,W911NF-12-2-0039,Boyer /Laurie Ann,06/01/12,08/31/17,94022,350841,6248
,,6932155,C,P061097,W911NF-15-1-0249,Karaman /Sertac,03/01/15,10/02/17,32774,116147,36410
,,6932422,C,P062000,W911NF-15-1-0183,Jensen /Klavs F,06/01/15,05/09/17,3832,110211,63236
,,6932433,C,P067952,W911NF-15-1-0166,Tedrake /Russell L,04/29/15,10/28/17,50869,256864,84517
,,6932446,C,P065004,W911NF-15-1-0598,Kamrin /Kenneth N,09/15/15,09/14/16,47345,137460,0
,,6932831,C,P154500,W911NF-15-1-0639,Tenenbaum /Joshua B,09/28/15,03/27/17,241206,631387,23228
,,6933386,C,P069850,W911NF-16-1-0034,Checkelsky /Joseph,01/01/16,12/31/18,128958,324738,93792
,,6933559,C,P062000,W911NF-16-2-0023,Jensen /Klavs F,02/17/16,12/16/18,372078,1392655,749945
,,6933680,C,P062000,W911NF-16-2-0023,Jensen /Klavs F,02/17/16,12/16/18,268727,889396,275276
,,6933681,C,P062000,W911NF-16-2-0023,Jensen /Klavs F,02/17/16,12/16/18,345533,666398,320865
,,6933682,C,P062000,W911NF-16-2-0023,Jensen /Klavs F,02/17/16,12/16/18,83063,224712,141649
,,6933683,C,P062000,W911NF-16-2-0023,Myerson /Allan S.,02/17/16,12/16/18,211932,414771,157582
,,6933684,C,P152000,W911NF-16-2-0023,Jamison /Timothy F,02/17/16,12/16/18,543464,1081663,376739
,,6933685,C,P062000,W911NF-16-2-0023,Green /William H,02/17/16,12/16/18,195026,416338,146970
,,6933686,C,P062000,W911NF-16-2-0023,Braatz /Richard D,02/17/16,12/16/18,282461,525768,233369
,,6933687,C,P067952,W911NF-16-2-0023,Barzilay /Regina,02/17/16,12/16/18,226042,293015,24219
,,6933688,C,P067952,W911NF-16-2-0023,Jaakkola /Tommi S,02/17/16,12/16/18,134105,293015,145100
,,6933732,C,P069201,W911NF-12-2-0039,Griffith /Linda G,06/01/12,08/31/17,89192,213000,74525
,,6934570,C,P065004,W911NF-16-1-0440,Kamrin /Kenneth N,08/01/16,01/31/18,77077,140095,63017
,,6934600,C,P153000,W911NF-16-1-0440,Perron /Jay Taylor,08/01/16,01/31/18,19992,149734,129742
,,6934755,C,P068700,W911NF-16-1-0551,Jadbabaie-Moghadam /Ali,09/01/16,02/28/18,263083,624739,361656
,,6934825,C,P267500,W911NF-16-2-0192,Berggren /Karl K,08/15/16,08/14/17,199638,340670,141031
,,6934849,C,P068700,W911NF-16-1-0551,Uhler /Caroline,09/01/16,02/28/18,203464,375000,171536
,,6934968,C,P039020,W911NF-16-1-0568,Gershenfeld /Neil A,07/01/16,09/11/19,701892,1442987,741095
,,6934973,C,P267500,W911NF-16-2-0192,Berggren /Karl K,08/15/16,08/14/17,74397,141460,67062
,,6935061,C,P062000,W911NF-16-2-0023,Jensen /Klavs F,10/01/16,10/31/17,104725,137845,33120
,,6935636,C,P039020,W911NF-16-1-0568,Gershenfeld /Neil A,07/01/16,07/31/17,34358,50000,15642
,,6935719,C,P067952,W911NF-17-1-0068,Solomon /Justin,01/02/17,01/31/18,60586,120000,59414
,,6935977,C,P039070,W911NF-17-2-0043,Herr /Hugh M,01/01/17,03/14/17,31732,51651,19919
,,6935978,C,P039070,W911NF-17-2-0043,Herr /Hugh M,03/15/17,03/14/18,57754,1315657,1257903
,,6936119,C,P152000,W911NF-17-1-0174,Dinca /Mircea,05/01/17,12/31/17,10657,100000,89343
,,6936242,C,P069850,W911NF-17-1-0223,Tuller /Harry L,05/01/17,12/31/17,6627,63003,56376
,,6936298,C,P069850,W911NF-17-1-0223,Yildiz /Bilge,05/01/17,12/31/17,2860,36997,34137
,,6936322,C,P039070,W911NF-17-2-0043,Herr /Hugh M,03/15/17,03/14/18,6339,132691,126352
,,6936360,C,P267111,W911NF-17-1-0268,Englund /Dirk R.,05/15/17,05/14/18,0,250000,250000
,,6936639,C,P069201,W911NF-17-2-0098,Weiss /Ron,05/16/17,05/15/19,0,117484,117484
,,6936640,C,P069201,W911NF-17-2-0098,Weiss /Ron,05/16/17,05/15/19,0,175423,175423
,,6936641,C,P069201,W911NF-17-2-0098,Weiss /Ron,05/16/17,05/15/19,0,44566,44566
,,6936642,C,P069201,W911NF-17-2-0098,Weiss /Ron,05/16/17,05/15/19,0,69232,69232
,,6936643,C,P069201,W911NF-17-2-0098,Weiss /Ron,05/16/17,05/15/19,0,445333,445333
,,6936644,C,P069201,W911NF-17-2-0098,Boyden /Edward,05/16/17,05/15/19,0,49416,49416
,,6936645,C,P069201,W911NF-17-2-0098,Boyden /Edward,05/16/17,05/15/19,0,123181,123181
,,6936646,C,P069201,W911NF-17-2-0098,Boyden /Edward,05/16/17,05/15/19,0,105489,"105,489"
,,6936647,C,P069201,W911NF-17-2-0098,Boyden /Edward,05/16/17,05/15/19,0,54991,54991
,003904 BAE Systems In,6934484,C,P068700,741274,Carlone /Luca,07/01/16,06/30/17,35000,35000,0
,005173 Arizona State U,6926159,C,P165000,SUBAWARD NO. 13-950,Bathe /Mark,07/01/12,08/18/17,143975,624750,16649
,005274 Boston Universi,6924758,C,P267600,4500000571,Lu /Timothy K,08/01/11,12/31/16,-14240,893007,-45474
,005423 Carnegie-Mello,6929741,C,P067952,1130171-323817,Barzilay /Regina,11/30/13,09/29/16,54918,212000,0
,005508 Columbia University,6926974,C,P267111,2 (GG008784) / PO G10346,Englund /Dirk R.,10/01/12,09/30/17,0,105831,0
,,6927216,C,P267111,2 (GG008784) / PO G10346,Englund /Dirk R.,10/01/12,09/30/17,103179,248988,6686
,,6927968,C,P267300,2 (GG008784),Englund /Dirk R.,10/01/12,09/30/15,0,14680,0
,005935 Georgia Institut of Technology,6923520,C,P065004,RB492-G1,Iagnemma /Karl,10/01/10,08/31/16,-7846,862508,0
,,6935159,C,P068700,RH176-G1,Karaman /Sertac,07/12/16,07/11/17,86858,90000,3142
,,6935451,C,P065004,RC379-G1,Kamrin /Kenneth N,09/01/16,09/21/17,36226,40000,3774
,"005997 BBN
Technologies Corporation",6931118,C,P267500,PO 9500012484 : BBN REF,Berggren /Karl K,07/21/14,11/04/16,757,509961,-769
,,6932292,C,P267500,PO 9500012484 : BBN REF,Berggren /Karl K,07/21/14,11/04/16,85945,321357,-4625
,,6932293,C,P267500,PO 9500012484 : BBN REF,Berggren /Karl K,07/21/14,11/04/17,204885,192570,-12315
